CardsDonated,ClanJoined,Cohort,Country,DaysToReachTheater2,DaysToReachTheater3,DaysToReachTheater4,DaysToReachTheater5,FirstPurchaseTheater,Number of Records,PayingUsers,PlayTimeToReachTheater2,PlayTimeToReachTheater3,PlayTimeToReachTheater4,PlayTimeToReachTheater5,StartingGoldHurryCrate,StartingGoldPurchaseCrate,StartingGoldPurchaseSupply,T2Draw,T2Losses,T2Wins,T3Draw,T3Losses,T3Wins,T4Draw,T4Losses,T4Wins,Platform,userID
0,1,06/06/2017,SA,1,1,2,4,,1,0,16,115,216,465,166,,116,1,6,11,2,10,15,4,23,28,PS4,E3EgK7a3e0i7msvn3blE2Q
47,1,06/06/2017,SA,1,4,7,9,,1,0,22,109,188,341,26,265,,1,2,9,1,3,15,3,7,20,PS4,LIvqjgB7jU-7pMaTWYe2sw
6,1,06/06/2017,TR,1,1,3,6,,1,0,18,95,303,572,101,110,58,1,3,8,2,1,14,,8,18,PS4,varbLSW5zEuj1F0lAQCx1w
22,1,06/06/2017,US,1,2,5,8,,1,0,10,96,163,415,33,,,,3,7,1,1,12,1,,13,PS4,-ZOxX6q8A0uD1iOAou7Sjg
59,1,06/06/2017,US,1,4,7,13,,1,0,19,103,206,314,2,,255,1,4,12,1,2,14,3,5,12,PS4,Fytx2PTBN0aYldAg6XqhHQ
0,1,06/06/2017,US,1,2,4,10,,1,0,12,74,156,269,135,110,42,1,2,9,,3,15,1,6,14,PS4,GeeG7Wj0jEmLqJ1vA0oo2w
0,0,06/06/2017,US,1,1,4,6,4,1,1,13,91,199,352,188,,70,2,9,10,1,8,17,1,11,16,PS4,UJn1-7qFmUmmt57exjZbPA
0,0,06/06/2017,NL,1,2,7,14,,1,0,14,85,209,380,156,,,,1,8,3,5,19,4,13,20,STEAM_PC,keBtBs5MmEOT4UO9h6CKOA
0,0,06/06/2017,PL,1,1,6,11,,1,0,23,85,190,318,,,,,4,9,1,8,15,2,6,17,STEAM_PC,2bwV2G4-4kmRO1hN7ifFQg
0,0,06/06/2017,-1,1,1,2,10,3,1,1,18,257,604,1374,96,,159,2,51,10,3,26,4,,,,XBOXONE,MjL2sY-3BUq_YoxDOgPZLA
217,1,06/06/2017,AE,1,1,1,2,,1,0,19,90,254,443,278,,24,,5,8,2,8,18,,10,20,XBOXONE,s0DhNXV5P06Jxt2a4xmg-g
0,1,06/06/2017,AR,1,2,3,3,,1,0,16,110,228,371,251,,12,,13,11,2,12,28,,9,15,XBOXONE,09SLlvWP7ke1Eamp4qVlPw
0,0,06/06/2017,AU,1,1,1,3,3,1,1,15,139,286,465,252,,,1,18,9,2,10,13,,,,XBOXONE,0qPhdC5DtUSed6bDgILTeA
2,1,06/06/2017,AU,1,1,3,4,3,1,1,16,85,170,426,71,,180,,2,11,,,,,,,XBOXONE,xRfsKfdOvEu9x3WozLzdzw
36,1,06/06/2017,BR,1,1,1,2,,1,0,25,71,152,320,21,,306,,2,9,1,4,16,2,34,31,XBOXONE,_tEi3JsF_UOz4Otp-NHQFQ
6,1,06/06/2017,BR,1,4,6,15,,1,0,12,88,180,299,3,220,24,,1,8,,,12,1,,9,XBOXONE,95MHTIsZxkOMJ9D6lvgH7A
0,1,06/06/2017,BR,1,1,5,10,,1,0,18,94,321,529,299,,12,1,9,9,1,30,23,4,23,25,XBOXONE,PK_t5TWhNEWIF0V9EP-p6w
0,0,06/06/2017,BR,2,2,5,11,5,1,1,22,110,301,475,164,110,10,1,6,10,2,17,17,4,18,26,XBOXONE,qukUo355YE-OaKlFYbEaZA
0,0,06/06/2017,CO,1,2,5,8,,1,0,14,58,138,588,265,,,2,1,9,,6,14,1,6,17,XBOXONE,2zu03OpfjE-js07tqfGdag
18,1,06/06/2017,DE,2,6,7,8,,1,0,21,106,163,498,,,,,4,9,,4,12,,47,42,XBOXONE,2FpeX0EtbUCKOJjCYHf_Eg
0,1,06/06/2017,DE,1,1,2,6,4,1,1,22,187,516,1566,137,110,,,17,9,2,56,33,1,3,8,XBOXONE,8CPjGwFsSUapP1bbidwnwA
0,0,06/06/2017,DE,1,2,7,12,4,1,1,19,124,378,491,217,,,,6,12,,27,21,,7,16,XBOXONE,8iHF8xl8gkuHaPiDPKcotg
20,1,06/06/2017,DE,1,1,5,6,,1,0,11,106,208,316,290,,,2,6,10,1,5,17,3,3,16,XBOXONE,r8lveOBekkS7ZAsizVhJvw
2,1,06/06/2017,DE,1,2,2,3,,1,0,14,126,275,411,144,110,,,16,10,4,8,17,1,9,18,XBOXONE,TxNpDWQzAkCaFaynFlfVlQ
0,0,06/06/2017,DE,1,1,4,6,5,1,1,17,125,296,795,262,,47,2,8,9,3,16,19,3,36,30,XBOXONE,u9ExVsM7ik2e-exOk-ILOg
48,1,06/06/2017,FR,1,2,6,11,,1,0,10,42,142,356,173,,,,,7,1,1,13,1,4,15,XBOXONE,bmT-QXCaikiOulMcslfS6Q
1,1,06/06/2017,FR,1,3,10,17,,1,0,18,157,438,689,176,,162,,15,10,2,30,25,9,37,34,XBOXONE,o12a87k1VUmQciIK8PojKw
0,0,06/06/2017,FR,1,1,1,1,3,1,1,14,114,207,303,209,,8,4,6,13,1,,1,,,,XBOXONE,zWsYJvdDO0qNQfxUDs0aoA
0,1,06/06/2017,GB,1,3,4,10,,1,0,20,132,221,445,177,110,99,,11,9,1,2,14,1,25,26,XBOXONE,dRr_nJOI9kSAI4wXxN2HEw
0,0,06/06/2017,GB,1,2,3,6,4,1,1,20,89,202,416,258,,,,6,10,1,9,15,1,6,8,XBOXONE,jJ-c6LarzU-C2YxuHmqGnA
0,0,06/06/2017,GB,1,2,3,7,3,1,1,20,105,235,310,4,,246,,6,9,,12,9,,,,XBOXONE,KfevellH7UaGY9IidjpQFw
43,1,06/06/2017,GB,1,1,4,7,4,1,1,15,73,713,1174,74,,,1,,10,1,5,13,2,13,18,XBOXONE,qxhl4N0-8k-LbIagBVN7Fg
2,1,06/06/2017,MX,1,2,2,4,,1,0,13,70,148,327,,250,21,,1,10,1,7,13,3,18,20,XBOXONE,4QWtNxSZaEKuY4t98TaV2A
7,1,06/06/2017,US,1,1,1,8,,1,0,9,110,252,837,279,,12,1,3,8,1,9,20,4,13,24,XBOXONE,2GcpN6ndwU28LPqsK3hlNg
0,0,06/06/2017,US,1,1,3,6,,1,0,17,93,589,899,328,,,,11,9,2,58,37,3,62,55,XBOXONE,boHKj6ta5Ea4Y2PaB3bMMg
0,1,06/06/2017,US,1,1,3,5,,1,0,10,94,175,257,159,,,,5,9,,4,13,,3,12,XBOXONE,cc6zMx7HtkOZ8VdiDP-4Cg
0,1,06/06/2017,US,1,1,1,2,,1,0,10,57,199,268,136,125,,1,1,9,2,8,18,,3,15,XBOXONE,fyE0JHLgyEmeniJdqdJ1Zg
4,1,06/06/2017,US,1,1,1,1,,1,0,10,53,130,182,260,,,,1,9,,,14,,1,12,XBOXONE,IOHUiqOoO0uOHg7kfemMAw
0,0,06/06/2017,US,2,3,4,11,,1,0,27,155,767,901,100,125,81,,12,10,,52,29,7,87,75,XBOXONE,JYPXTqzin0O6jzIB7sW-bQ
4,1,06/06/2017,US,1,2,5,19,,1,0,14,111,294,492,265,,46,,17,12,,34,26,,29,28,XBOXONE,o0ZFMIHw0UKC9rPmbN_AbQ
0,0,06/06/2017,US,2,4,7,12,3,1,1,17,121,470,792,262,,,,14,9,4,52,29,,,,XBOXONE,owtFZeMj_EuPYKIKXGkxZQ
5,1,06/06/2017,US,1,1,3,3,,1,0,19,70,153,263,262,,,,3,10,1,1,19,,5,19,XBOXONE,wK66-Q7RGUWAl_HKJxqYQA
15,1,07/06/2017,-1,1,3,10,12,,1,0,10,64,175,299,25,,,2,2,10,1,4,14,1,5,17,PS4,VH39WZvT706NsIOJWZ9i6g
0,0,07/06/2017,AU,1,2,8,9,,1,0,17,118,270,432,185,110,,1,7,10,2,10,21,,17,20,PS4,ysGvZD_Mtkmz_ziBNNwv3Q
2,1,07/06/2017,BE,1,1,3,8,,1,0,13,83,276,699,325,,,,10,9,1,20,19,4,32,26,PS4,R9hdE7_ZnEm4r5LQ0ON1qw
359,1,07/06/2017,BR,1,1,5,12,,1,0,20,70,186,266,33,,,,3,9,,2,13,,,11,PS4,CrfKYM5ocUmuZt-qUKY2Ng
32,1,07/06/2017,BR,1,2,6,17,,1,0,11,248,334,464,3,,36,2,1,8,,3,17,,1,13,PS4,uuSAtBIQTkmv7GdyMXG30Q
11,1,07/06/2017,CA,1,1,2,7,,1,0,13,68,416,763,358,,,,3,10,2,33,25,4,52,40,PS4,Ncg0uGrcqEiwP_0Mzqpw_A
5,1,07/06/2017,CZ,1,1,1,1,,1,0,13,109,235,429,35,110,113,,3,9,1,10,18,3,19,22,PS4,iTvrH8pHQ0OD1wCwJ_N-8g
0,0,07/06/2017,DE,1,1,1,3,4,1,1,18,107,224,518,262,,,1,5,10,2,7,19,19,72,49,PS4,0RYSNwghcEW5R7r7eF6buA
0,0,07/06/2017,DE,1,1,1,2,2,1,1,14,100,211,343,,,,,,,,,,,,,PS4,2smYFBtgN0SwFmpTmjjNfA
0,0,07/06/2017,DE,1,1,2,11,,1,0,15,68,150,375,360,,6,,,9,,3,17,3,33,27,PS4,n95kXAfbzkm0srs9IYQPvw
38,1,07/06/2017,DE,1,1,5,7,,1,0,8,48,101,171,47,110,120,1,1,9,1,,12,,5,12,PS4,tBWaOjF2MEqo8IrY_wA6Hg
0,1,07/06/2017,DK,1,1,4,9,,1,0,13,65,188,441,193,,80,1,2,9,,13,20,2,21,29,PS4,nanFezwZakWkICES3U91Ew
20,1,07/06/2017,FI,2,3,8,12,,1,0,12,67,152,295,153,110,18,,5,10,,9,21,2,14,25,PS4,7G9XvEAFWkasWB1DbnFVIQ
1,1,07/06/2017,FR,1,2,3,5,4,1,1,17,161,378,672,266,,6,2,20,10,2,25,19,3,27,21,PS4,C72MynZcSEuQcxOfLZiI1Q
0,1,07/06/2017,GB,1,2,4,8,3,1,1,16,109,198,323,234,,24,1,7,10,,2,11,,,,PS4,gLZRnQiMJkS1MqEDRffQUQ
0,1,07/06/2017,GB,1,2,2,5,,1,0,16,81,192,310,281,,,1,4,10,3,7,17,2,18,21,PS4,jyIRx1ZEOEOBPJCFVls1rg
16,1,07/06/2017,GB,1,1,6,13,,1,0,16,102,400,590,296,,25,1,12,10,,45,27,5,25,32,PS4,S7q2CYcFgUeEHJYpAAFZEg
7,1,07/06/2017,IR,1,1,3,4,,1,0,13,66,169,243,153,,,1,2,9,,6,14,1,3,14,PS4,Iy4fTJWzskuIrOyk4Afovg
2,1,07/06/2017,IT,1,1,1,1,,1,0,12,67,139,269,74,,180,,2,9,1,6,13,1,18,22,PS4,Q83d3ccStU6iOQedO_Mnzw
0,0,07/06/2017,KR,1,3,7,10,,1,0,15,68,271,433,141,,,1,3,9,5,24,17,4,17,16,PS4,76wvtvhTjEOlmKNNARkZjw
72,1,07/06/2017,MU,1,3,8,12,,1,0,16,97,233,362,175,,188,1,5,8,,13,20,,7,13,PS4,boE_Ss5UIU-Ns4dvIHQF_A
0,1,07/06/2017,MX,1,2,4,8,,1,0,17,142,494,975,262,,,1,11,9,5,44,24,7,51,41,PS4,iRVtTNAH8Eyl_K00F13pVA
33,1,07/06/2017,PL,1,1,4,11,,1,0,21,146,514,1363,224,220,,1,17,10,6,77,49,11,96,47,PS4,Ei38ph8oJEqNYfLBqaQUTg
0,0,07/06/2017,RU,1,1,1,2,2,1,1,18,111,164,540,86,110,,1,1,6,,,,,,,PS4,Qt-NaQ0oI0e7EdjA-vdZ1A
0,1,07/06/2017,RU,2,2,2,7,,1,0,28,134,220,639,261,,6,,22,11,,8,15,6,43,39,PS4,t7j9VlE_4020cfc-vJGWGg
53,1,07/06/2017,SA,1,3,4,4,,1,0,11,51,149,244,157,,144,,2,9,1,6,15,,4,19,PS4,hlh1PZQiC0ezymTAkimr5w
2,1,07/06/2017,TR,1,2,5,6,5,1,1,20,108,231,361,106,,160,,7,9,,8,18,3,28,19,PS4,eirpBaSYt0q5D1PL6TOskA
1,1,07/06/2017,US,1,3,7,13,,1,0,14,115,289,446,260,,,1,10,10,7,14,17,5,16,19,PS4,GuKfksuvVE2uSvxPst6Rug
0,0,07/06/2017,US,1,3,6,10,3,1,1,18,166,304,577,270,,,1,20,10,3,10,13,,,,PS4,osrLP1OSAEmkykeOH_UgYQ
6,1,07/06/2017,US,1,3,11,22,,1,0,16,165,344,679,,110,261,,20,10,,25,24,,56,37,PS4,TinTEJnN7k68Al1eZRee-Q
0,0,07/06/2017,US,1,3,5,10,,1,0,15,177,478,778,240,,67,2,18,9,2,23,17,2,12,16,PS4,XiVtHPMte0mOTuFnNCHPFQ
0,0,07/06/2017,US,1,1,4,8,,1,0,14,348,632,750,213,,,,1,10,2,6,14,2,13,22,PS4,yftGJKeRYUiPSgaLNKgKCw
0,1,07/06/2017,CN,1,1,2,4,,1,0,15,406,511,635,268,,,,11,10,,10,18,1,12,22,STEAM_PC,Tay7mCLq40qn2mKqpOr7rQ
4,1,07/06/2017,-1,1,2,4,5,,1,0,12,99,282,495,312,,94,,13,10,1,26,22,5,27,28,XBOXONE,AdllE4agh0mOZef7XO9drQ
0,0,07/06/2017,BR,1,1,6,10,,1,0,14,102,1128,2101,19,,,2,10,9,3,13,14,1,7,19,XBOXONE,XHxsSqCyQEGHbH1_iy9v4w
7,1,07/06/2017,CA,1,1,3,4,,1,0,17,148,300,715,158,110,39,1,17,13,180,13,20,8,75,55,XBOXONE,TOKaUFjn7kqYdiIrwbuO3Q
0,1,07/06/2017,FI,1,1,2,4,,1,0,9,48,119,283,59,,84,,3,9,1,3,14,,12,22,XBOXONE,43QQ5X5yu0qzeCIFvy3zHA
153,1,07/06/2017,FR,1,2,6,13,,1,0,17,116,331,490,310,,,,6,10,3,21,21,2,14,18,XBOXONE,-gwVzy6rkUCtwVT56UBMtg
1,1,07/06/2017,FR,1,2,6,11,,1,0,9,107,195,305,21,,42,,1,10,,,16,,4,18,XBOXONE,TBwvr6qyz0CIzoxsREq-Vw
10,1,07/06/2017,FR,1,1,2,3,,1,0,14,120,341,522,282,,,3,16,9,1,35,27,2,20,25,XBOXONE,tNtF82-UzUGnho39Ra2C2w
0,0,07/06/2017,GB,2,3,4,8,2,1,1,22,138,292,398,3,,,,,,,,,,,,XBOXONE,iRBNXyoupU6dGbrr0DLJtQ
4,1,07/06/2017,GB,1,1,2,2,,1,0,18,100,184,365,235,,6,2,2,10,1,5,17,1,17,20,XBOXONE,QNCu8uiNcU-9XgkUz6hsig
4,1,07/06/2017,US,2,3,6,10,5,1,1,21,124,284,454,19,,6,,13,12,,15,18,3,20,30,XBOXONE,-Ciu6CUCEUi3M8xSUUB5mQ
4,1,07/06/2017,US,1,1,2,8,4,1,1,13,78,187,365,117,,154,,4,10,1,3,17,2,13,23,XBOXONE,mgKMAonmT0OiMn3mQl_1ZA
0,1,07/06/2017,US,1,2,7,14,3,1,1,15,89,273,522,94,110,51,,12,8,,18,12,,,,XBOXONE,mROJRS2OoESp_MmTwTxVRA
0,0,07/06/2017,US,1,2,5,8,,1,0,12,82,166,335,,,,1,2,8,1,3,14,,9,18,XBOXONE,sQPhIWcbZkuEsFU0BjqrEQ
2,1,07/06/2017,US,1,4,10,14,,1,0,14,98,202,299,49,220,,,8,9,2,4,17,1,7,15,XBOXONE,U1iX62Ec3k-2DkQJuT26VA
15,1,07/06/2017,US,1,1,2,4,,1,0,10,52,177,465,327,,,,2,11,2,12,19,1,35,33,XBOXONE,VPYqtVD7I0CEkdfWiyTopA
1,1,07/06/2017,US,1,1,3,9,,1,0,14,100,295,735,52,,,,1,8,,17,19,,42,36,XBOXONE,WK9i8dc00E--eUHfeXkGSA
0,0,07/06/2017,US,1,2,2,4,,1,0,16,111,273,719,97,,6,1,9,10,5,18,22,5,59,48,XBOXONE,xX57f5Hi1kq-UxmxQAxKOA
0,1,08/06/2017,-1,1,1,1,2,3,1,1,15,82,165,258,147,,90,,7,10,,2,9,,,,PS4,9Ai-xzSkMU6FqdxPK130ig
9,1,08/06/2017,-1,1,1,5,15,,1,0,14,233,403,765,275,,24,1,12,8,3,17,18,,34,30,PS4,V8W5TOCdwEqIvxWjqrfnLw
16,1,08/06/2017,-1,1,1,1,1,,1,0,14,59,128,261,222,,,,2,9,2,3,13,1,13,21,PS4,VHckHvPc70mVbOJUFqFibA
0,0,08/06/2017,AL,2,6,9,10,,1,0,24,294,983,1168,151,110,84,,43,9,6,125,56,2,19,25,PS4,GQmaXMgIfkmZ0pQ7gHG4Gw
0,0,08/06/2017,AT,1,3,4,9,,1,0,14,66,148,248,273,,,,1,12,,,11,,3,17,PS4,NPeLboa1aESdq1M6IKiYnw
0,1,08/06/2017,BR,2,2,5,19,,1,0,15,97,350,544,239,,,1,8,9,1,20,18,2,14,20,PS4,cadsHlSIEkKXZPOVq4FRXg
0,0,08/06/2017,CA,1,1,6,11,,1,0,25,203,592,879,227,,,1,22,8,2,44,38,6,78,53,PS4,j3-iQVD79Uy2pibsCK5O4A
0,0,08/06/2017,CL,1,2,3,10,,1,0,34,160,348,647,163,,60,,9,10,,4,14,1,17,19,PS4,pYGD547gqkmx47v9-ieWgg
3,1,08/06/2017,CO,1,1,2,3,,1,0,21,117,282,432,215,,6,2,10,10,4,15,22,2,18,22,PS4,tzmhAhYVb0exLHrMQkCsHg
0,1,08/06/2017,CZ,2,3,4,5,,1,0,14,62,114,172,108,110,60,,3,9,,2,12,,2,15,PS4,FEp2LIbeVUqHQj3HG2Nx4w
0,1,08/06/2017,DE,1,1,2,4,,1,0,13,187,311,596,146,,,,,9,1,3,11,2,1,15,PS4,gxgRt3IYf0OIh3P-oshzdw
3,1,08/06/2017,DE,1,1,1,2,,1,0,10,46,112,231,59,,39,,,9,,3,15,1,4,18,PS4,mCGM_hhAa0mIuXhBSmbahA
0,1,08/06/2017,DE,1,1,3,10,,1,0,18,104,219,758,206,,11,1,9,10,2,7,15,11,36,37,PS4,RTxbIRtNmke0OtdNtGK91w
39,1,08/06/2017,DE,1,1,4,8,,1,0,10,70,229,300,17,110,18,,2,12,,,15,,3,13,PS4,yttNHanMfkSMT3lNYXoR7Q
7,1,08/06/2017,ES,1,1,1,7,,1,0,17,77,368,919,132,110,107,,7,8,7,21,21,12,37,37,PS4,jvLjwcehAUGIM59uVq3z4Q
6,1,08/06/2017,FR,1,1,2,6,,1,0,8,75,140,197,252,,,1,2,9,3,,16,,1,14,PS4,AnFt1fRikE2ItbFSD_KhvA
0,1,08/06/2017,FR,1,2,2,4,,1,0,12,57,117,194,247,,,,3,10,,4,15,1,7,16,PS4,tin7Pfq5TUOOBy2McfPqyQ
0,0,08/06/2017,GB,1,1,4,4,,1,0,8,49,159,228,268,,,1,1,8,3,7,21,2,3,14,PS4,-LpK8UuXKUOUnsUQoaeeYA
0,1,08/06/2017,GB,1,1,3,18,4,1,1,17,135,284,527,269,,27,,7,10,,14,20,2,51,42,PS4,b91X9VQc0E6r1KY14p00Dw
6,1,08/06/2017,GB,1,1,4,5,,1,0,13,133,207,291,110,,,,,7,,2,14,1,1,15,PS4,DabXOYPNYUav1xwYxNUQOg
20,1,08/06/2017,GB,1,2,2,7,,1,0,12,68,140,288,308,,,,4,9,1,2,13,,11,23,PS4,HruACQ7-7ku2OMbCz1Yr0g
91,1,08/06/2017,GB,1,1,2,3,,1,0,9,47,109,166,1,125,194,,2,10,1,2,14,1,1,11,PS4,thOu3HPwcUC-HWfCsL-xyw
3,1,08/06/2017,HR,1,1,2,5,,1,0,12,36,76,188,170,,,,,8,,,12,,15,19,PS4,Ym34b0i76k2eP_awAILa8g
1,1,08/06/2017,IE,1,2,2,8,,1,0,11,53,129,343,256,170,,,2,10,1,3,13,3,33,29,PS4,iv9i8FkDVUe7Letywlqj-Q
0,1,08/06/2017,NL,1,2,6,9,,1,0,18,127,214,355,152,110,,1,9,10,,5,14,1,11,21,PS4,LNf_bkeTk0G12XGMq-iLcQ
0,1,08/06/2017,PE,1,1,1,4,,1,0,19,55,157,311,248,,,,2,7,1,13,13,,15,24,PS4,ZOPakzA37kO53AK7Ec2a9A
55,1,08/06/2017,PR,1,2,8,15,,1,0,16,117,189,286,22,220,57,,10,10,,2,15,,7,15,PS4,Vqr6-QMtsUmpB4-8K0Fbyg
6,1,08/06/2017,TR,2,2,5,8,,1,0,31,95,319,417,164,,90,1,2,12,3,8,22,1,8,15,PS4,w5hidHmfLEyR6t-jOxFOxw
0,1,08/06/2017,US,1,2,2,3,,1,0,11,47,119,499,180,,,,,8,,1,15,,4,18,PS4,3FCPrzgqekax547bjdRztw
4,1,08/06/2017,US,1,1,2,3,4,1,1,18,85,278,530,234,,,1,4,9,5,7,18,,5,3,PS4,8bLXCI0ifUORIh7BnxGIng
1,1,08/06/2017,US,1,2,3,4,,1,0,13,63,155,372,41,,,,1,8,,2,14,1,6,15,PS4,CH7Ot-R8T0Go98K89hemzQ
0,0,08/06/2017,US,1,1,1,5,3,1,1,15,72,264,804,246,,,,4,11,3,26,16,,,,PS4,evSe2VDgkECXyQdFoGXi1w
4,1,08/06/2017,US,1,1,2,2,,1,0,18,154,297,707,248,,78,2,12,8,,9,15,1,27,33,PS4,gnICHYDOb0GLV72OGTZZKQ
0,0,08/06/2017,US,1,5,17,27,,1,0,17,131,239,427,309,,91,2,4,10,10,160,89,8,301,155,PS4,H8o5D7YQnEec8_6sKZcRDw
102,1,08/06/2017,US,1,1,3,5,5,1,1,12,63,129,302,121,,180,,,10,,5,14,1,7,17,PS4,IswBvJPXxk2mi3SxE61kMw
0,0,08/06/2017,US,1,1,2,2,2,1,1,18,105,221,407,9,220,6,,4,4,,,,,,,PS4,JUCfehE0WkOjwdUkjHjY0Q
2,1,08/06/2017,US,1,4,9,12,,1,0,14,96,185,269,59,,,1,2,5,,2,11,1,2,10,PS4,vevelcptqEOK35j3kJ8xlg
0,0,08/06/2017,US,1,2,2,6,,1,0,14,112,213,390,287,,72,,7,10,,5,14,2,19,25,PS4,Vrg0i_YjZ06IBxrHYyTn0w
0,0,08/06/2017,PL,1,1,2,9,,1,0,13,149,327,687,289,,,1,15,10,3,21,17,11,28,34,STEAM_PC,2otKM-naQ0KPsqx1QDmuRQ
1,1,08/06/2017,SE,1,1,1,1,,1,0,11,55,103,172,277,,,2,,10,1,1,13,3,6,22,STEAM_PC,APwtCIiwvU6nDnWWwmxwGw
0,0,08/06/2017,-1,1,1,2,4,,1,0,16,100,188,333,34,,,,2,7,,,14,1,11,19,XBOXONE,o4OXDpCa3EKfb8u4IbnwCw
1,1,08/06/2017,AT,1,2,4,15,5,1,1,14,70,204,417,259,,21,1,3,9,,20,18,2,20,28,XBOXONE,cEl_fyNfBUKdMTQ2dy4h2Q
0,0,08/06/2017,CA,1,1,1,5,2,1,1,25,94,338,567,65,,,,5,4,,,,,,,XBOXONE,cWiCrWJwck6Vq_0X68B86A
1,1,08/06/2017,CA,2,3,6,10,,1,0,17,74,152,232,315,,,,6,9,,3,18,1,5,15,XBOXONE,dt0YIG8mD0uywb_5VJhqdA
5,1,08/06/2017,DE,1,1,3,7,4,1,1,27,189,487,828,129,110,25,,15,10,,52,27,,44,21,XBOXONE,1It5Sk0dtk23jbKAF--W2g
0,1,08/06/2017,DE,1,4,5,15,3,1,1,52,280,437,951,6,220,27,1,26,10,,4,8,,,,XBOXONE,F-vUbOLTXkSmkS_kjlrpOg
1,1,08/06/2017,FR,1,5,6,8,,1,0,20,98,169,292,133,,6,3,4,9,1,2,16,1,9,19,XBOXONE,lMV4SASuIEG86yl4JaeJTw
107,1,08/06/2017,FR,1,2,4,9,,1,0,14,164,376,585,139,,,,21,9,1,18,19,,11,19,XBOXONE,VdE8l_KuCUGptvXMjDdo1w
0,1,08/06/2017,FR,1,2,2,3,3,1,1,18,130,281,388,197,,,,18,8,3,17,4,,,,XBOXONE,ZE30UeX3DEyIxgjtErjkoA
1,1,08/06/2017,GB,2,4,9,18,,1,0,36,211,364,763,3,220,,,13,9,,7,17,1,28,25,XBOXONE,pHasNpNo4kKOdX5gRkgmXw
152,1,08/06/2017,GB,1,1,6,8,,1,0,10,106,277,433,60,,82,,,8,,1,15,,2,13,XBOXONE,Xvyhiwn8g06jTZUPkw-ckQ
19,1,08/06/2017,GB,1,3,6,9,,1,0,12,125,314,519,233,110,,,6,8,2,11,19,2,13,21,XBOXONE,ywCSGdbFPkyOPA_DG1ZcRw
0,1,08/06/2017,IE,1,3,4,4,5,1,1,47,110,192,292,33,,140,,5,10,1,4,15,1,3,16,XBOXONE,CwftkBo-XkyCJV_BTNVrqQ
5,1,08/06/2017,MX,1,1,2,3,,1,0,14,73,146,226,146,110,,1,1,11,,2,14,,3,12,XBOXONE,Mi4EL3giekmqjk5PSpCkYw
6,1,08/06/2017,MX,1,2,5,5,,1,0,14,75,160,237,14,,,1,1,9,,3,14,,3,13,XBOXONE,ZzofjBRpKEO7Qtf1r_kT3w
0,1,08/06/2017,PL,1,1,4,13,,1,0,26,106,260,517,136,,,3,6,9,1,13,16,,27,29,XBOXONE,YX5a1fHBsE6AFHXPvf9fww
27,1,08/06/2017,SA,1,2,2,4,,1,0,67,178,255,425,14,,,,3,9,,4,14,2,7,18,XBOXONE,A6OEsz21rki-jG1uCFJZ0Q
0,0,08/06/2017,US,1,1,2,5,,1,0,14,106,546,1138,114,110,48,,14,10,1,94,41,7,138,87,XBOXONE,29Ad3QNst0m53RZ3OO7pYQ
12,1,08/06/2017,US,1,1,1,4,,1,0,11,69,174,497,280,,,1,1,8,1,3,14,2,5,16,XBOXONE,2ttnRQqZskWpKDT3ucrfLA
0,1,08/06/2017,US,1,1,4,6,,1,0,14,108,433,714,198,,,,12,11,5,38,24,8,18,23,XBOXONE,4BgG-Rx5rU-XfFpxnDDMSA
0,1,08/06/2017,US,1,2,4,6,,1,0,18,542,1298,1949,28,220,59,,92,9,4,91,39,16,92,65,XBOXONE,550-DJNYCU26OHvzYzLvFQ
0,1,08/06/2017,US,2,5,6,7,,1,0,14,59,142,266,48,220,,,,9,,,15,3,7,16,XBOXONE,bbjQolUaGka3id1AUgrNqQ
0,1,08/06/2017,US,1,2,2,7,,1,0,13,166,263,742,247,,,1,6,11,1,4,17,2,42,36,XBOXONE,bDpLUCs5vU6ylRWcgC40_Q
0,0,08/06/2017,US,2,2,8,16,,1,0,16,130,520,775,85,220,6,2,15,7,2,56,28,4,28,24,XBOXONE,NnnPeW3ewEmtTY9nm2zQ8A
4,1,08/06/2017,US,1,1,4,11,,1,0,15,101,274,945,407,,,1,7,10,,22,21,6,43,43,XBOXONE,o_Phuh_cl0yh2DN6jmh8sQ
0,0,08/06/2017,US,1,2,4,9,,1,0,20,107,295,416,315,,,2,5,9,1,15,21,,11,15,XBOXONE,onPSlTHhU0mZx2X_RkC1_g
4,1,08/06/2017,US,1,2,8,15,,1,0,12,72,168,285,167,220,19,,3,9,1,8,13,,4,17,XBOXONE,pPHlfMRIKE-ZZIS-eFcWkA
0,0,08/06/2017,US,1,1,4,11,,1,0,18,125,563,1128,275,,,1,7,10,2,39,25,7,66,48,XBOXONE,S2hSbW48xEKbABAOY1s9rw
0,0,08/06/2017,US,1,2,3,5,4,1,1,13,164,350,561,184,,63,5,16,12,4,7,18,,,3,XBOXONE,UZCrppa3qUWoK50v5Sa0WA
0,0,08/06/2017,US,1,1,2,5,,1,0,9,47,123,247,,,,,4,10,1,2,14,,11,20,XBOXONE,VlIEfUEeVE-CaoAJE-PNhQ
0,0,08/06/2017,US,1,2,4,9,3,1,1,18,110,209,359,21,220,6,,12,9,,,,,,,XBOXONE,Vq4RjkwqaE6Uopn-XtlpZg
