CardsDonated,ClanJoined,Cohort,Country,DaysToReachTheater2,DaysToReachTheater3,DaysToReachTheater4,DaysToReachTheater5,FirstPurchaseTheater,Number of Records,PayingUsers,PlayTimeToReachTheater2,PlayTimeToReachTheater3,PlayTimeToReachTheater4,PlayTimeToReachTheater5,StartingGoldHurryCrate,StartingGoldPurchaseCrate,StartingGoldPurchaseSupply,T2Draw,T2Losses,T2Wins,T3Draw,T3Losses,T3Wins,T4Draw,T4Losses,T4Wins,Platform,userID
2,1,15/05/2017,FR,2,3,8,11,,1,0,16,82,191,331,209,,,,1,12,1,4,13,2,2,16,XBOXONE,37dGuU9frkuonqtw09YZDQ
96,1,15/05/2017,FR,1,3,6,12,,1,0,12,117,213,326,44,,,1,,14,,2,10,,7,14,XBOXONE,EMJDItMbqkuVnZ2vjrsS5Q
0,0,15/05/2017,FR,1,1,3,7,,1,0,21,192,381,728,259,,,,30,14,2,24,16,4,51,42,XBOXONE,FSn7ll8y1EmjlqerQYOD3A
12,1,15/05/2017,FR,1,3,6,8,,1,0,12,125,397,568,194,,86,1,13,13,3,29,24,4,14,19,XBOXONE,l46v6G9evEWNGN1a5HrBtA
0,1,15/05/2017,FR,1,1,3,9,,1,0,9,104,431,634,264,,14,1,8,14,5,35,28,3,22,24,XBOXONE,SdgXl1w0Xk2fei4bttfrZg
307,1,15/05/2017,FR,1,1,1,2,,1,0,6,56,126,223,52,125,66,,,13,1,2,15,3,4,18,XBOXONE,vWe1u3pG8EeZZmIviAbD6A
189,1,15/05/2017,FR,1,2,4,7,,1,0,13,89,248,574,78,125,89,,2,13,,10,17,8,34,27,XBOXONE,z7609s_mmk-gIeUdNP0PQQ
0,1,15/05/2017,GB,1,1,2,16,,1,0,12,129,298,602,158,110,18,2,12,14,2,19,15,,25,27,XBOXONE,_gsQfTEVSUKzKzc6rMAJag
1,1,15/05/2017,GB,1,4,8,11,,1,0,15,135,351,552,277,,6,,14,10,2,24,19,2,17,22,XBOXONE,FSEcUB4eQUOV9ONWaQPyGw
26,1,15/05/2017,GB,1,3,4,6,,1,0,23,92,155,329,8,,,,3,11,2,,12,4,9,17,XBOXONE,oVuNbQELcEa8oJv_CFb47A
1,1,15/05/2017,GB,1,3,6,12,,1,0,12,84,250,400,288,,,1,12,9,1,15,18,,16,20,XBOXONE,rcbx8rZOuE6lkmH5AT5W_w
11,1,15/05/2017,GB,1,1,2,7,,1,0,10,98,218,308,113,,75,,2,15,3,7,15,2,2,12,XBOXONE,RYeEF3cJeEKnHCrMJzCB8w
0,0,15/05/2017,GB,1,1,3,9,3,1,1,17,136,286,1084,248,,,2,18,14,2,5,10,,,,XBOXONE,v05XkLF7nkW3U6TLN8t7DA
0,0,15/05/2017,GB,1,2,2,2,2,1,1,11,124,230,395,20,220,,2,6,3,,,,,,,XBOXONE,vvsNy3u8B0Oyn72F0o3sCg
0,1,15/05/2017,GB,1,3,10,30,,1,0,16,168,570,1080,,,,,16,10,1,48,28,,83,59,XBOXONE,wVlHSTN_q0GuYhnBaBU8fg
3,1,15/05/2017,IM,1,3,5,8,4,1,1,15,253,399,510,143,,116,,7,10,1,6,12,,,1,XBOXONE,bx3rmZg9t0-j30NIzKw0vg
57,1,15/05/2017,MX,1,2,7,17,,1,0,15,270,417,611,70,220,6,1,1,13,1,1,10,1,2,13,XBOXONE,zR5GOYVl2UGB3xafkGiqFg
28,1,15/05/2017,US,1,4,8,12,,1,0,22,321,553,881,307,,,1,4,11,,1,13,,6,18,XBOXONE,_n3m1xWYkkeUqZFD8RfAGg
740,1,15/05/2017,US,1,2,4,7,,1,0,18,147,233,399,572,,6,1,7,14,2,3,15,2,15,20,XBOXONE,0IkG33HJn0OWWJiQ-Z8Rqg
0,1,15/05/2017,US,1,2,4,9,,1,1,14,169,261,399,231,,12,2,16,16,1,6,13,1,13,17,XBOXONE,0ps-XrlP20S49lxsTV06xg
0,0,15/05/2017,US,2,4,10,18,,1,0,21,172,416,731,5,,243,,15,9,,25,24,5,28,24,XBOXONE,156sjbgM7EC_avzvS6UT8g
0,0,15/05/2017,US,1,1,2,3,2,1,1,15,325,618,1058,26,220,6,1,14,6,,,,,,,XBOXONE,3c9u8q7vEkWxLBUnbt7Z9A
0,0,15/05/2017,US,1,3,11,18,,1,0,22,104,281,403,99,140,,,9,10,1,24,21,1,10,20,XBOXONE,4F9c3NiXx06hjpQvrPAkYA
14,1,15/05/2017,US,1,2,5,11,,1,0,12,109,357,568,192,,67,1,11,13,,28,16,2,27,24,XBOXONE,4Tv_cUXWo0KU0xs0PJJFFA
13,1,15/05/2017,US,1,2,3,5,,1,0,16,154,365,520,45,,120,1,9,15,3,12,18,1,5,13,XBOXONE,6Xne5HaQxUm_yiamwoQx8g
0,0,15/05/2017,US,1,2,4,7,2,1,1,11,62,129,279,9,,,,,2,,,,,,,XBOXONE,7GVUksWICEad0N64CzgbMw
0,0,15/05/2017,US,1,2,3,10,2,1,1,101,227,316,620,1,220,,,2,1,,,,,,,XBOXONE,7hm0XNPjs0WY7MAMMrsBiA
1,1,15/05/2017,US,1,2,2,2,,1,0,9,101,148,271,223,,,2,6,11,,1,14,1,9,26,XBOXONE,A16vtZ14SEiObPjoQCPjzg
141,1,15/05/2017,US,1,2,7,9,,1,0,8,109,194,329,327,,,2,6,12,,6,14,4,4,14,XBOXONE,Aj5WvEtDRUuTDiwWN14eeA
3,1,15/05/2017,US,1,1,1,5,4,1,1,20,85,165,309,58,,180,,3,14,1,5,16,,,1,XBOXONE,dOHxWKOqhkyC9VkF34edSw
0,0,15/05/2017,US,3,5,11,16,4,1,1,658,767,1584,2250,273,,,1,5,14,6,115,66,1,34,18,XBOXONE,gZTWg5wlSEuxd0mprtY8Ag
82,1,15/05/2017,US,1,2,2,4,,1,0,14,133,248,578,224,,18,2,2,14,3,2,15,7,14,21,XBOXONE,h8Tl2GwnzUyvqWacSN78zw
26,1,15/05/2017,US,1,1,4,8,,1,0,30,189,609,1168,58,220,43,3,18,15,3,41,30,3,41,33,XBOXONE,lEbTSReCEE6y2vZkSYM7pA
107,1,15/05/2017,US,1,3,7,12,,1,0,11,137,220,354,214,,,2,5,14,,2,9,3,8,14,XBOXONE,lNdtBUE0bUmMaxHIBKM_Lg
0,0,15/05/2017,US,2,3,4,7,,1,0,17,179,294,456,121,,120,1,8,13,1,4,11,5,7,15,XBOXONE,LWc9QrMk2k6wmlp1mGFETg
0,0,15/05/2017,US,1,2,2,2,3,1,1,8,61,108,225,192,,,1,1,13,,,1,,,,XBOXONE,NSoRRi2vQkSoBPk8sjgH3w
2,1,15/05/2017,US,1,3,4,10,2,1,1,18,429,748,1163,9,220,24,,45,8,,,,,,,XBOXONE,RZIGgFx3RUKwt0znPXacIA
1,1,15/05/2017,US,1,3,14,26,,1,0,18,216,661,1360,370,,6,2,35,11,6,62,41,15,66,49,XBOXONE,sfwTHe_5XUSY4YQez8t2cA
0,1,15/05/2017,US,1,6,9,17,3,1,1,14,203,448,653,102,,,,8,9,,3,1,,,,XBOXONE,srEpFGeGKEyz9Q_l_3p9RQ
0,0,15/05/2017,US,2,2,2,7,2,1,1,18,143,286,1317,150,,12,,13,8,,,,,,,XBOXONE,svNeLHV4p0ysmAQ6fQngwg
13,1,15/05/2017,US,1,3,11,22,,1,0,20,139,271,422,2,,,,8,12,,9,10,,12,15,XBOXONE,tXNSQdreOk2AM-PrGYiz4g
86,1,15/05/2017,US,1,5,9,16,,1,0,19,122,235,378,124,110,81,1,10,10,2,5,16,3,8,21,XBOXONE,WWsUOy_Di0OYE4516IxDfw
1,1,15/05/2017,US,1,2,5,17,5,1,1,20,205,554,1737,157,140,31,1,22,15,3,47,27,79,109,72,XBOXONE,XXkRhkTzZE2trng2zsoncQ
1,1,15/05/2017,US,1,1,3,8,,1,0,11,186,333,587,203,155,19,1,8,14,,8,18,,19,22,XBOXONE,XYC3rEuh6kub98RWeRGo9w
0,0,15/05/2017,US,1,6,8,16,,1,1,17,140,383,660,270,,,1,13,10,1,33,25,4,25,19,XBOXONE,Z_ZAj6a2yUq0OkbUi0Mpqw
1,1,15/05/2017,US,1,2,3,6,3,1,1,12,125,211,327,144,110,,,9,14,1,3,5,,,,XBOXONE,Z0C5GrxgaE6D9aD9OSylCg
52,1,16/05/2017,-1,1,2,3,5,5,1,1,13,124,206,439,95,,120,,10,13,1,5,15,,22,19,PS4,2t2SCyHPpEiMoGFHZZPJUw
0,1,16/05/2017,AR,1,1,3,10,3,1,1,18,127,345,779,2,,251,1,13,12,1,10,15,,,,PS4,gocOuAr24USsg0DpFMVLmA
1,1,16/05/2017,AR,2,3,3,6,,1,0,13,83,216,440,305,,,1,4,9,,14,16,8,22,18,PS4,u6BzGVyIO0aQGxO1Ah3aow
0,1,16/05/2017,AR,1,2,5,8,,1,0,7,46,98,184,100,,243,,,11,,1,11,1,3,15,PS4,VM6KcOattUq3bC4_Jog7vg
83,1,16/05/2017,BR,1,2,4,10,,1,0,18,147,340,533,60,,306,,1,13,3,10,13,1,11,20,PS4,7Bw03VgWyEmE3Rb8Pe1kgQ
17,1,16/05/2017,BR,1,3,4,4,,1,0,9,139,236,298,176,110,,3,14,73,1,4,17,2,4,13,PS4,FSQmLGHB802Hum12ehZu5g
13,1,16/05/2017,BR,1,1,2,6,,1,0,13,99,217,303,257,,,1,7,14,1,11,17,1,8,14,PS4,Q7wbF3oslEGZfwtRCrooBA
26,1,16/05/2017,BR,1,3,8,11,,1,0,19,273,460,612,18,,9,2,7,9,,5,16,1,3,12,PS4,sjolelAwUk2gvulLSKp8BA
24,1,16/05/2017,CA,1,2,6,21,,1,0,13,139,248,584,252,,,2,2,11,1,6,12,1,24,21,PS4,aTi2M6eKOUeiBePgD8FaBw
0,1,16/05/2017,CA,1,3,6,8,5,1,1,15,148,317,411,31,,246,1,9,11,3,9,15,,5,14,PS4,EkjHAJowLUOyrynSoW-lrg
0,0,16/05/2017,CA,1,3,5,11,,1,0,24,210,318,484,259,,,4,15,14,2,11,15,4,17,21,PS4,eY6LVirhdkmteaHSYF57rw
0,0,16/05/2017,DE,1,1,4,7,,1,0,10,79,228,340,118,,163,,1,13,1,12,15,2,5,18,PS4,Gu75h5DImU6jdthRFmaUNg
19,1,16/05/2017,DE,1,1,2,7,,1,0,8,72,250,510,152,110,25,,1,14,3,12,21,7,25,27,PS4,iimDqF9ZJEKzqclREpdIUA
0,1,16/05/2017,DE,1,1,2,8,,1,0,15,82,165,358,535,,,,4,13,1,2,16,6,18,20,PS4,O5GqDY_d4EeN2VdS4fDFkA
1,1,16/05/2017,DE,1,1,6,8,,1,1,16,87,416,835,193,,,1,1,13,2,6,12,1,8,12,PS4,pHP77JzLykyEcas9rr1GMw
0,0,16/05/2017,ES,1,1,6,12,,1,0,13,280,413,625,251,,,,12,14,1,14,13,3,19,25,PS4,CATbYmAzfEyY1wtZZJNaiQ
0,0,16/05/2017,ES,1,1,2,3,,1,0,12,54,110,167,256,,,,1,14,,2,11,1,3,13,PS4,eJvSR4CJ2kSkIA_HQzYU3w
0,0,16/05/2017,FR,1,2,3,13,,1,0,18,250,399,1093,227,,6,6,34,16,5,17,16,13,102,68,PS4,aJFKK0Gkm06t1lI3w0JYyg
14,1,16/05/2017,FR,1,1,2,8,,1,0,15,117,356,433,106,110,48,,7,13,3,24,22,,3,11,PS4,dK0w-FXLX0GD6ZzrorQyBA
0,1,16/05/2017,FR,1,11,19,28,,1,0,16,192,305,452,52,110,60,1,4,7,1,7,19,2,11,18,PS4,UuKANiH3wEyu2uTrhkscRg
4,1,16/05/2017,GB,1,1,3,5,,1,0,10,59,103,181,261,,,,,13,,1,9,,3,16,PS4,_4IZE2uZbEq1Wm0h1r6TQQ
0,1,16/05/2017,GB,1,3,10,25,,1,0,17,194,1429,2105,210,110,12,2,24,11,2,20,13,4,42,37,PS4,3fTQCgmFiUivYLt6ZMIOcQ
0,0,16/05/2017,GB,2,2,3,7,,1,0,16,89,239,369,109,,51,2,4,11,1,11,17,,13,16,PS4,AVSg3CMbUkmiPmmHvz-X6A
4,1,16/05/2017,GB,1,1,4,7,,1,0,16,182,497,659,370,,64,1,28,12,4,38,32,4,14,22,PS4,Hcq-VeaouEe2IJIScwq78A
0,1,16/05/2017,GR,2,2,4,9,,1,0,21,132,449,903,198,,66,,3,12,4,28,28,13,34,32,PS4,6VZdVeFiI0i27XC0XwpkYg
0,0,16/05/2017,IT,1,1,4,8,3,1,1,15,97,185,277,35,110,107,1,2,13,,,1,,,,PS4,AdHa2Ch_4EGn2Gx4HsnIYQ
21,1,16/05/2017,IT,1,2,3,8,,1,0,8,56,162,301,97,,166,,,13,,4,12,,,14,PS4,LgBhzlrt9UOEi8RUac9wew
0,0,16/05/2017,NL,1,1,2,6,,1,0,14,134,357,495,382,,,2,13,14,3,15,20,,16,20,PS4,rDD_LAcwbU-Utq9tzMVGHw
0,0,16/05/2017,PL,1,5,16,19,,1,0,15,130,441,635,12,110,186,,9,10,1,22,24,,10,19,PS4,kshvactSREy8xZ9yNpy-jA
0,0,16/05/2017,PL,1,1,3,8,,1,0,12,194,290,547,316,,27,1,19,13,,9,11,2,22,18,PS4,QP5uP0-95Ems6drPNRreaw
230,1,16/05/2017,RU,1,1,1,3,,1,0,20,100,188,472,258,,317,,6,12,1,4,19,2,31,35,PS4,1PEIJVlipUme4Hr5szpANw
0,0,16/05/2017,RU,1,1,3,10,5,1,1,13,155,463,896,284,,13,3,14,14,4,39,25,3,36,28,PS4,rS5dYcX8oESOMROS7plo2w
0,1,16/05/2017,RU,1,1,3,5,,1,0,13,88,202,296,125,,164,1,2,14,2,4,12,1,6,13,PS4,XE5FgV4TIk-p_5of_ezpOQ
0,0,16/05/2017,US,1,2,5,8,,1,0,17,102,172,323,301,,,1,4,12,,3,11,2,10,18,PS4,2A8lFZa92Uu9_raHGAWpGg
0,0,16/05/2017,US,1,2,4,7,2,1,1,17,240,386,657,2,,198,,1,,,,,,,,PS4,3-DkmaUcPk6sk2GcOFFegA
7,1,16/05/2017,US,1,3,5,14,4,1,1,12,76,140,231,232,,24,1,,10,,2,10,,3,10,PS4,5Yd315DXc02Ez3TyYAIOvA
4,1,16/05/2017,US,1,2,12,21,,1,0,12,95,260,339,1,,,,7,7,1,12,11,1,4,14,PS4,Eum17-dHOUG7JTWOmEDz-Q
0,1,16/05/2017,US,1,2,3,4,,1,0,12,80,133,296,170,110,71,1,2,13,,1,11,6,14,17,PS4,HbOI-bffn0Kevk9H-COSwg
0,1,16/05/2017,US,1,2,4,7,,1,0,28,204,565,901,302,,,3,11,10,2,32,23,3,44,40,PS4,m-G-6YUfP0yzVHCEnXtI5A
0,0,16/05/2017,US,2,3,7,8,,1,1,13,123,324,643,28,220,,,7,7,,,,,,,PS4,mpCzRVYOk0epxDRK1cpfTw
79,1,16/05/2017,US,1,2,3,7,,1,0,148,232,347,775,176,,118,1,5,15,3,4,20,1,16,15,PS4,mQP_1yVgH0SXDHtk-1FNRw
1,1,16/05/2017,US,1,2,3,6,,1,0,14,98,155,360,294,,,,4,12,1,1,12,10,16,21,PS4,QtGkMdjQ8EeYYC4A6ZyCVA
0,1,16/05/2017,US,1,3,3,4,2,1,1,16,239,424,600,7,220,18,1,20,4,,,,,,,PS4,TyTvoFP6CUGLtVDGsqApEw
0,1,16/05/2017,US,2,4,4,7,,1,0,15,219,340,770,132,220,12,1,20,11,1,14,20,6,74,53,PS4,ueRsA8k6VkSvWPzvXtm2NQ
0,0,16/05/2017,US,2,7,17,30,,1,1,241,950,1904,2676,,220,,1,13,1,,,,,,,PS4,vXXckvCL-UWxKzbowUnjAg
0,1,16/05/2017,US,1,2,4,9,,1,0,13,72,216,404,286,,,1,3,10,1,8,16,2,8,18,PS4,Y7rHYa6UPEyXaUkViL15iQ
10,1,16/05/2017,CN,1,1,4,10,,1,0,10,75,235,1450,5,,,,1,9,1,28,26,12,160,90,STEAM_PC,FPFJw3E7MkGPsufv_cnU3g
0,0,16/05/2017,FR,1,1,3,11,,1,1,10,148,600,1108,4,,257,,5,8,1,14,12,,,,STEAM_PC,TG5i45C5sE68VqZyVihFGw
1,1,16/05/2017,RU,1,2,5,16,,1,0,13,185,288,682,233,,,2,20,11,1,5,15,3,58,41,STEAM_PC,iUNwhf8-_UaqP1HSRYzJBw
0,0,16/05/2017,US,1,3,10,14,,1,0,12,79,281,436,,,,,10,8,2,36,27,4,10,15,STEAM_PC,P29oQ0mZd0W6w0pzeel7Yg
161,1,16/05/2017,-1,1,3,11,19,,1,0,23,137,250,557,6,,213,,1,10,,3,16,,1,11,XBOXONE,0Y5Mzydbr0-Vk8OkJQtL5Q
0,1,16/05/2017,-1,2,2,3,5,2,1,1,18,283,631,1155,141,110,,,23,13,,,,,,,XBOXONE,8AIa60jkhECwV7OqWxPm9A
28,1,16/05/2017,AU,1,4,8,22,,1,0,10,97,247,488,267,,59,1,5,9,4,10,14,2,18,23,XBOXONE,Nqewpe7fiEOvOLLRTCdRTQ
173,1,16/05/2017,BE,1,2,5,9,,1,0,14,126,185,292,,,,2,3,9,1,1,13,1,1,16,XBOXONE,ofINc87YpUC7FW_oz30vYg
26,1,16/05/2017,BR,1,3,5,7,,1,0,19,136,227,400,75,,246,,,9,,4,18,1,2,15,XBOXONE,2iMSk7rzck2wzcakDkqLJg
6,1,16/05/2017,BR,1,1,3,6,5,1,1,18,181,531,1135,117,,212,4,19,16,7,58,36,9,81,61,XBOXONE,nFJrj1Gue0uCggA2nIItSQ
0,0,16/05/2017,BR,1,2,3,4,3,1,1,26,182,480,661,241,,,1,24,15,,30,11,,,,XBOXONE,V1yafTPUfEqz_n8Qfo4kvA
0,0,16/05/2017,BR,1,1,2,6,3,1,1,16,141,325,702,243,,6,3,13,12,,7,7,,,,XBOXONE,wrTgMhSR8UqIHMHWkAeS1A
10,1,16/05/2017,BR,1,4,17,17,3,1,1,11,110,230,284,113,,,2,1,10,2,3,9,,,,XBOXONE,xhZ9jjyzAESkql7PQxjLjA
0,1,16/05/2017,CA,1,2,10,27,,1,0,23,282,465,1620,368,,60,5,23,14,2,75,52,17,286,135,XBOXONE,L6H7RNRuuEeJCBzEzf45CQ
0,1,16/05/2017,CA,1,2,3,11,,1,0,13,62,325,474,221,,,,2,11,2,8,17,3,8,17,XBOXONE,usepmEBQmkOVysRZy48TXw
0,1,16/05/2017,CN,1,2,5,6,,1,0,12,104,257,382,107,,180,,9,13,1,17,21,,6,21,XBOXONE,0yczBb7MTEaoQ_bajv4fWw
0,1,16/05/2017,DE,1,2,3,7,,1,0,9,59,119,382,283,,,,,13,,3,12,3,10,23,XBOXONE,-yjMNALlO06XoEisCAY0TQ
19,1,16/05/2017,DE,2,7,9,16,4,1,1,20,281,444,818,63,,187,2,16,10,1,7,11,1,28,18,XBOXONE,1OYkrk7dhEKQhJJWdB82Bw
78,1,16/05/2017,DE,1,2,5,9,,1,0,8,132,245,489,201,,,,2,13,,2,10,,16,21,XBOXONE,giBR9_iHfUybZrZ7Zm4niQ
0,1,16/05/2017,DE,1,1,3,4,,1,0,15,89,172,301,290,,,1,5,14,2,5,12,,5,18,XBOXONE,VuuDZNrIIEmYFlVxmUPeSQ
2,1,16/05/2017,DK,1,2,5,11,,1,1,18,184,290,449,100,,159,,4,12,,1,3,,,,XBOXONE,EUbpYeNbP0KwqKdcF0UazQ
0,1,16/05/2017,FR,1,1,2,3,2,1,1,11,67,152,243,155,,,,2,11,,,,,,,XBOXONE,bKGa0lgnJk6h1pgT4SNI5g
0,0,16/05/2017,FR,1,1,2,3,2,1,1,22,111,361,909,,,,,,,,,,,,,XBOXONE,fJIeEviwKESoOqYIXgCiuA
0,0,16/05/2017,GB,1,1,2,4,2,1,1,24,254,404,1259,9,220,12,,7,5,,,,,,,XBOXONE,-P52kdNuQEW5K-wyURAzeA
213,1,16/05/2017,GB,1,4,14,19,,1,0,23,160,368,529,136,110,130,2,15,10,1,24,20,,10,21,XBOXONE,0t3Z3YF4rEmMaISaaRRV7w
0,1,16/05/2017,GB,1,2,4,5,,1,1,16,167,397,724,176,,80,1,20,15,,9,7,,,,XBOXONE,3rYkKOLijE6tuK8Pbk8wjQ
9,1,16/05/2017,GB,1,3,10,15,,1,0,15,104,353,600,9,,,1,8,8,2,22,21,1,8,18,XBOXONE,asJPiUMt8ECggx10I_G4Zg
27,1,16/05/2017,GB,1,3,4,19,,1,0,18,112,234,580,219,2180,231,1,2,10,,10,17,1,44,43,XBOXONE,H80aSjPdMkWZ3lNSt1nrbg
12,1,16/05/2017,GB,1,2,3,4,,1,0,17,65,142,200,354,,6,,,9,1,2,13,,1,13,XBOXONE,I2E9hN0HpUq6b3FVy6fXgQ
0,1,16/05/2017,GB,1,2,4,5,,1,0,20,104,228,300,218,,60,,3,14,1,20,16,2,3,14,XBOXONE,rohJmNS44EqOg4AQurnY6Q
7,1,16/05/2017,GB,1,3,13,26,,1,1,18,119,401,755,210,,,1,8,10,,1,5,,,,XBOXONE,xVYTNVWW8ke5OE6Hfy-4Xg
0,0,16/05/2017,MX,1,2,2,3,,1,1,16,128,274,348,262,,,2,5,16,5,12,21,1,4,13,XBOXONE,4vvHOiHMpUqmaXh7uiazZQ
6,1,16/05/2017,MX,1,1,2,3,,1,0,11,96,216,283,128,220,,1,1,13,5,8,17,,3,12,XBOXONE,RAg3N3qcskOBYSJ71c2cVw
0,1,16/05/2017,NL,1,4,7,14,,1,0,21,137,226,432,62,,,,8,11,,3,10,2,29,28,XBOXONE,OXz8EiZjOEarJ1oNXYLKmg
30,1,16/05/2017,SE,1,3,6,13,,1,0,16,96,222,444,75,,221,,8,10,2,16,20,2,27,27,XBOXONE,AtpZTIV3SU6vq0p70wORPQ
37,1,16/05/2017,US,1,2,3,7,,1,0,15,277,351,528,317,,,1,2,11,1,1,14,6,11,15,XBOXONE,-_CFnXSF0U6R40SZi7Kamw
0,1,16/05/2017,US,1,1,2,4,,1,0,65,242,479,864,233,,60,,12,13,,28,24,6,46,34,XBOXONE,-sDHEKUVvkmYcB40Oto96g
80,1,16/05/2017,US,1,1,3,6,,1,0,8,111,189,277,378,,,,1,13,1,9,15,,10,24,XBOXONE,116XVj0CK06tsOcZf9Klog
5,1,16/05/2017,US,1,1,2,3,,1,0,15,163,325,623,278,,,,10,15,2,6,14,6,21,20,XBOXONE,2Ko_julZ1EqF7z-Z7ijH9Q
0,1,16/05/2017,US,1,2,2,3,4,1,1,14,59,133,253,37,220,,,,12,,,11,,,6,XBOXONE,5hgTebQ6y0-SuRZoX6ykHQ
4,1,16/05/2017,US,1,1,3,9,,1,0,18,109,286,616,248,,24,1,2,14,,10,15,1,21,26,XBOXONE,aQQYoNVUBUCgadsUKNjOMw
44,1,16/05/2017,US,3,4,8,11,,1,0,17,223,418,529,96,,26,,25,11,1,29,22,1,11,17,XBOXONE,DKnBpLFeG0WFq9ysYJYpMw
7,1,16/05/2017,US,1,2,5,9,,1,0,26,470,1610,2277,292,220,40,2,41,12,3,108,47,11,36,37,XBOXONE,DUZ4fSzUM0aSD-VHL0MqwQ
0,0,16/05/2017,US,1,1,1,2,2,1,1,14,94,135,224,73,,,,1,4,,,,,,,XBOXONE,EIbtfTXFI0a-1ivqcAaXxQ
4,1,16/05/2017,US,2,4,5,7,,1,0,11,53,149,244,284,,6,,,10,2,3,15,6,3,15,XBOXONE,El5bz6QEeUWwo8zCJaYNGQ
35,1,16/05/2017,US,1,2,3,4,,1,0,14,131,347,436,292,,,1,7,14,3,24,23,,7,14,XBOXONE,f-X8Mpb03Uql6RS-uPF4lg
0,0,16/05/2017,US,2,2,6,7,,1,0,13,103,279,447,146,,92,1,13,9,2,23,23,4,22,29,XBOXONE,fFfySlrUUEWThT6LtuqpdQ
0,0,16/05/2017,US,1,5,12,20,,1,0,11,57,174,314,283,,,,1,8,2,7,17,4,8,17,XBOXONE,FX6fCMwxE0ygl6i45eqjgg
16,1,16/05/2017,US,1,2,2,3,,1,1,9,191,305,390,150,110,,,,12,,2,14,,6,17,XBOXONE,fziLVifxd0C2l04Ai_4KKQ
2,1,16/05/2017,US,1,2,4,8,5,1,1,12,83,189,470,121,220,18,,5,10,,11,15,1,26,25,XBOXONE,Ixk3X1hEC0OMWVO9K1EWrg
0,1,16/05/2017,US,1,1,3,4,,1,0,20,362,430,660,97,,186,2,7,15,,3,10,2,19,24,XBOXONE,jbvXkbk-U0KKaT6wCQDrWA
0,0,16/05/2017,US,1,2,6,12,2,1,1,10,151,303,529,210,,,1,19,14,,,,,,,XBOXONE,kaDjQtoDoEmflm7cb73xcg
0,1,16/05/2017,US,1,3,12,18,,1,0,17,169,594,1100,235,,51,,25,13,3,62,45,3,67,37,XBOXONE,m_Saj49_pU6v4OZpDnxVTQ
38,1,16/05/2017,US,1,7,9,15,,1,0,18,190,456,861,174,220,,3,21,10,2,24,22,9,57,58,XBOXONE,Mkb4SYEnmkuJo9k5VkBv3Q
13,1,16/05/2017,US,1,3,9,15,,1,0,15,408,935,1385,70,,245,3,72,15,,105,29,6,24,24,XBOXONE,MlbmxRsxiU61Odl75XZcxg
16,1,16/05/2017,US,1,1,3,5,,1,0,20,102,218,361,328,,,1,6,14,6,4,13,2,17,21,XBOXONE,OeXmBHz4D0O7Ig1MlMo7Zg
0,0,16/05/2017,US,1,2,3,8,2,1,1,19,104,302,457,22,110,119,,3,11,,,,,,,XBOXONE,Uk22XzBWSUGwyPZl_qRG_Q
0,0,16/05/2017,US,1,1,1,8,,1,0,9,72,213,953,327,,,,3,13,3,16,24,15,101,68,XBOXONE,zWur5v7cEEqPkLTfwLdxJw
22,1,17/05/2017,-1,1,4,6,18,,1,0,20,341,662,1351,293,,18,2,41,10,1,31,27,11,65,48,PS4,CjxRNCDNMEeduHTAMvVJfg
70,1,17/05/2017,-1,1,3,6,12,,1,0,13,144,256,447,486,,120,,8,11,1,10,15,2,14,17,PS4,SxxUrS1CbE2hWo0uilU_Lw
0,1,17/05/2017,AR,1,1,3,5,,1,0,20,126,268,561,111,110,79,1,16,13,1,12,14,7,26,21,PS4,s0s1sV6iRUyxk40waqbJ8w
10,1,17/05/2017,AT,1,1,2,3,,1,0,11,63,193,281,281,,,,4,13,1,16,17,2,7,14,PS4,hsAyhZmyW0-NLoCBFRr31g
1,1,17/05/2017,AU,1,2,6,10,,1,0,11,79,222,611,374,,55,,8,11,7,31,29,6,33,27,PS4,w6KRW28Uw0WtreAX4FioZQ
6,1,17/05/2017,BE,1,2,3,5,,1,0,20,189,264,472,160,110,,2,13,16,,5,13,3,9,24,PS4,jy-PIeSylUK0Uck1RiPCAw
0,1,17/05/2017,BR,1,3,3,5,,1,0,10,97,223,274,81,,60,,3,9,,1,13,,2,13,PS4,lkmOzzdJBEamZ5AyQB5oTw
0,1,17/05/2017,BR,1,2,5,7,,1,0,14,60,156,276,,,80,1,1,8,,7,15,,,11,PS4,TZ0lm-UOlUCIfHH6Ae5Dnw
0,0,17/05/2017,CA,1,3,4,6,,1,0,19,104,269,368,265,,,,3,9,,3,15,1,,10,PS4,kVr7cMu8VEG7ePbVD1dRig
0,0,17/05/2017,CA,1,1,1,4,2,1,1,16,122,283,479,3,,,,,,,,,,,,PS4,TplS9Z4VFkOANtZtxYZzjA
8,1,17/05/2017,CO,2,4,12,22,,1,0,21,165,686,1102,88,220,6,2,19,11,9,60,36,6,45,38,PS4,fi2_Jr9hIEeWcXZzH1obIg
0,0,17/05/2017,DE,1,2,4,7,,1,1,26,173,332,582,263,,,1,13,15,,14,15,,8,10,PS4,B-ye7xQYuUa-0kzL8ScbDA
0,0,17/05/2017,DE,1,2,4,14,,1,0,16,219,320,499,368,,111,3,17,14,,11,11,3,23,24,PS4,p9Mi78Pzgk2qtnZDEZziLw
